text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: Where do C++ programs begin to execute?
A: The main function.",5,1,1,1,1,1,1,0,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: it is the separating of large program into smaller classes then until target is reached.",3,0,0,0,0,2,0,0,2
"Q: How can you implement a queue with an array?
A: create a fixed array size, with with 2 integers to point to the beginning and the end of the que, and special cases to know when the que is empty or full.",4,2,2,2,2,1,2,0,2
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Inserting and deleting in a double-linked list is more involved, and has special cases at the beginning and end.",3,0,0,2,2,0,0,0,1
"Q: What is the base case for a recursive implementation of merge sort?
A: if the array length is less than or equal to 1, then that array is returned to the other array and merged together",4,0,1,1,0,0,0,0,2
"Q: How do you delete a node from a binary search tree?
A: if it has no children, you just delete it. if it only has one child, just replace the node with whichever child it has. if it has both children, replace it with one of its children, and send the other child down along the other side of the new node.",4,0,2,0,0,1,0,0,1
"Q: What is the advantage of linked lists over arrays?
A: Linked lists do not have a definite size. They can be as big or as small as needed, and they don't have to allocate extra memory for elements you don't need. Arrays size must be defined.",5,1,1,1,1,1,1,1,1
"Q: What is a binary tree?
A: a tree where each parent can have at max two children.",5,1,1,1,1,1,1,0,1
"Q: What is a binary search tree?
A: A binary search tree is a binary tree where the value in any node 'n' is greater than the value in every node in n's left subtree but less than every node in n's right subtree.",5,1,1,1,1,1,1,0,1
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: The programmer must provide the null terminating character in a string of characters using type char[] and must also ensure that the array is large enough to contain the input string of characters and the null terminating character.",5,0,2,1,1,1,0,2,1
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: nodes take up more memory",5,1,2,2,2,1,2,0,1
"Q: What is a function signature?
A: Contains the function name and its paramaters.  The return type is not included",5,2,2,2,2,1,2,0,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Selection sort finds the smallest number left unsorted in an array, and puts it at the end of what it has sorted",4,2,2,1,2,1,2,0,1
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: A char array reads a string as each individual character. A string literal array reads the entire string.",3,0,0,0,0,2,0,0,2
"Q: What does a function signature include?
A: the name of the function and its parameters",5,2,2,2,2,1,2,0,1
"Q: What does the star (*) operator return?
A: it returns the information in the address the pointer points to.",4,2,2,2,2,1,2,0,1
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: Push corresponds with enqueue, both very similarly place new elements into their stack or queue",5,1,1,1,1,1,1,2,1
"Q: What is the difference between a constructor and a function?
A: constructors cannot return values, so they cannot specify a return type like functions can.",4,1,2,1,1,1,1,0,1
"Q: What are the similarities between iteration and recursion?
A: both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely",5,1,1,1,1,1,1,0,1
"Q: What is the main advantage of linked lists over arrays?
A: The principal benefit of a linked list over a conventional array is that the order of the linked items may be different from the order that the data items are stored in memory or on disk, allowing the list of items to be traversed in a different order. A linked list is a self-referential datatype because it contains a pointer or link to another datum of the same type. Linked lists permit insertion and removal of nodes at any point in the list in constant time",4,2,0,1,2,2,1,2,0
"Q: Briefly, how does selection sort work?
A: It takes the largest item in the unsorted array and swaps it with last item in the unsorted array.",4,0,0,2,0,1,0,0,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public private and protected",5,1,1,1,1,1,1,0,1
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Each node requires an extra pointer (space requirements increased), Insertion or deletion of a node takes a longer (more pointer operations).",5,2,1,1,1,1,1,2,1
"Q: What is the difference between a constructor and a function?
A: A constructor is a function used to initialize an object's data when it is created.",4,2,0,1,1,2,0,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: existing classes can be reused program maintenance and verification are easier",4,1,2,1,1,1,2,0,1
"Q: What is a recursive function?
A: a function that calls itself untill it reaches a base case.",5,1,1,1,1,1,1,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",4,2,2,2,2,1,2,1,0
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: Size of subsequent dimensions are required. Compiler must know how many elements to skip to move to the second element in the first dimension",4,1,1,1,1,1,1,2,1
"Q: What are the two different ways of specifying the length of an array?
A: use an arraylist, or have your program ask the array how many elements it has. As an obj it it should have member length that is the number of slots it has.",4,0,0,0,0,0,0,0,2
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: at least 2, but it should always equal the number of dimensions that the argument is expecting... like...  blah[][][][] will require 4 dimensional array input. blah[][][] will require a 3 dimensional array. blah[][] will require a 2 dimensional array.",3,0,0,2,0,1,0,2,2
"Q: What is the difference between a constructor and a function?
A: A constructor is used to create an object that can be employed in the main function of a program.  This may or may not execute code along with it.  A function is a set of code that executes when called, but does not create a new object.",3,0,0,2,0,2,0,0,2
"Q: How are objects initialized when they are created?
A: When the object is initialized, its constructor is called (whether one is provided or c++ assigns a default constructor).",5,1,1,1,1,1,1,2,1
"Q: What are the two different ways of specifying the length of an array?
A: In a string you can specify with the strlen(arrayname) command. This gets the length of the string. Another way is with integers where you initiate the size from the start, ex array[40] specifying a possible length of up to 40. Then it is passed by an object the actual ammout in the array. Another way is to declare it in an initializing program.",4,0,0,0,0,0,0,2,0
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: a string variable can change in size and is passed to functions by value, whereas a type char[] cannot change in size and is passed to functions by reference only",2,2,0,1,1,2,2,0,1
"Q: What is a variable?
A: A variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",5,0,2,0,0,2,0,0,2
"Q: How are linked lists passed as arguments to a function?
A: linked lists are passed by using pointers",3,1,2,1,1,1,1,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: unique function signatures",5,1,2,1,2,1,0,0,1
"Q: What is a recursive function?
A: A recursive function is a function that calls itself. Usually called the base case. If the base case is not correct it causes a infinite loop.",5,0,2,0,0,1,2,2,2
"Q: What is the role of a prototype program in problem solving?
A: To simulate problem solving for parts of the problem",4,2,0,2,0,1,0,0,1
"Q: What are the two main functions defined by a queue?
A: The two main functions are enqueue and dequeue.",5,1,1,1,1,1,1,1,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: Public and Private",5,1,1,1,1,1,1,0,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: a divide-and-conquer paradigm. takes some data, divides it into two parts, and works on each part indiviually until the item is found.",4,2,0,0,0,2,0,0,2
"Q: What is a leaf?
A: a leaf is a node with no children",5,1,1,1,1,1,1,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: A static local array exists for the duration of the program and its elements are initialized to 0 if not explicitly initialized. So a static local array's elements will still be the same when called later unless specifically initialized to something else.  This doesn't happen for automatic arrays.",5,1,1,1,1,1,1,2,1
"Q: What is a tree?
A: a tree is a series of nodes where each node has links to other nodes.",3,0,0,2,0,1,0,0,1
"Q: What does the star (*) operator return?
A: synonym for the object its operand points to",5,1,2,2,2,1,0,0,1
"Q: What is a queue?
A: a queue is a set of elements where the first element inserted is the first element to be removed",5,1,2,2,1,1,2,0,1
"Q: What are the two main functions defined by a queue?
A: The two main functions of a queue are enqueue and dequeue.",5,1,1,1,1,1,1,1,1
"Q: What is a stack?
A: a stack is an Abstract data type which operates on a last in first out basis for storing a list of objects, and does not support ( at least in the pure stack) peeking at a element without removing the rest of the stack first.",5,1,1,1,2,1,1,2,2
"Q: What is the base case for a recursive implementation of merge sort?
A: A single Element on the Array.",5,1,1,1,1,1,1,0,1
"Q: What is a queue?
A: A queue is like a stack except it follows FIFO (First in first out) .",5,1,2,1,1,1,2,0,1
"Q: What is a linked list?
A: one of the fundamental data structures, and can be used to implement other data structures. It consists of a sequence of nodes, each containing arbitrary data fields and one or two references (""links"") pointing to the next and/or previous nodes.",4,1,1,1,1,1,1,2,1
"Q: How many comparisons does it take to find an element in a binary search tree?
A: nLog(n)",2,0,0,0,0,0,0,0,1
"Q: When does C++ create a default constructor?
A: when the programmer does not explicitly include a constructor",5,1,2,1,1,1,1,0,1
"Q: What is a queue?
A: a data structure that inserts elements at the end of it and removes elements from the front.",5,1,2,2,1,1,2,0,1
"Q: How many constructors can be created for a class?
A: one",0,0,0,0,2,1,0,0,1
"Q: What are the two main functions defined by a queue?
A: enqueue and dequeue",5,1,1,1,1,1,1,0,1
"Q: What is a pointer?
A: a pointer is a programming language data type whose value refers directly to (or points to) another value stored elsewhere in the computer memory using its address",5,1,1,1,1,1,1,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: A static array cannot be changed. A regular array can be changed when it is passed to a function or manually.",2,0,0,0,0,2,0,0,1
"Q: What are the two main functions defined by a queue?
A: Enqueue and dequeue, which add and remove elements from the queue",5,1,1,1,1,1,1,2,1
"Q: What is a queue?
A: like a linked list except it is first in last out",2,0,0,0,0,2,0,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: it looks at the number, types, and order of arguments in the function call",5,1,2,2,1,1,1,0,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: this is shown by the use of .cpp and header files.  by splitting the program up into smaller subsections of individual code, it becomes easier to write and keep up with as opposed to having all of your code in one file",3,0,0,0,0,0,0,0,2
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: Passing by reference eliminates the copying of large amounts of data, typical with pass by value.",5,1,1,1,1,1,1,1,1
"Q: When defining a recursive function, what are possible causes for infinite recursion?
A: no base case, or the recursive calls do not converge to the base case",5,1,1,1,1,1,1,0,1
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: ability to backtrack through a list.",3,2,0,1,1,1,2,0,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: The idea of divide and conquer is to take a large problem, split it into n smaller problems, making the program easier to read and modify.",4,0,0,2,2,2,0,0,2
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insertion sort removes an element from the data, and inserts it at the correct position in the already sorted list.",5,2,2,2,2,1,1,0,1
"Q: What is a pointer?
A: a pointer is a memory address that points to a data member",5,1,1,1,1,1,1,0,1
"Q: What is the inorder traversal of a binary tree?
A: starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",4,0,0,0,0,2,0,0,1
"Q: What is the role of a header-file?
A: Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.",4,2,0,2,0,1,0,0,1
"Q: What is the main difference between a while and a do...while statement?
A: do...while statements evaluate whether or not to loop after running the block contained within it at least once. So the main differance is that while statements have a possibility of never being used. Do ... while statements on the other hand are always run at least once before evaluating whether to run again.",5,1,1,1,1,1,1,2,2
"Q: Where do C++ programs begin to execute?
A: they beging to excute at main",5,1,1,1,1,1,1,0,1
"Q: Where are variables declared in a C++ program?
A: For good programing practice they should be declared before main(), but should at least be declared before they are used.",2,0,0,0,0,2,0,0,2
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: Insert the item into its proper position by shifting larger sorted array values to the right.",3,1,2,1,1,1,2,2,1
"Q: When does C++ create a default constructor?
A: when a constructor is not provided by the programmer of the class",5,1,2,1,1,1,2,0,1
"Q: Briefly describe in one sentence how does merge sort work?
A: Divide recursuivly big array into two arrays, sort two array and merge them togather recuruivly.",5,1,1,2,2,1,1,0,1
"Q: What is a recursive function?
A: A function that divides and conquers a problem.  There is a base case that will eventually be reached.  The function calls itself over and over until the base case is satisfied.",5,2,1,1,2,1,1,2,2
"Q: What operations would you need to perform to find a given element on a stack?
A: Pop each item off the top until you find what you are looking for. If the stack ends up empty and you never found the item, then it does not exist in the stack. It may also be necessary to save the popped values in case you want to recreate the stack.",5,2,2,1,2,1,2,0,1
"Q: How are objects initialized when they are created?
A: Objects are initialized by a value given.  When an object is defined for a certain task.",2,0,0,0,0,2,0,0,2
"Q: How many constructors can be created for a class?
A: as many as the user decides to use.",5,1,1,1,1,1,1,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: 1- Existing classes can be reused 2- Program maintenance and verification are easier",4,1,2,1,1,1,2,0,1
"Q: What is the height of a tree?
A: is equal to the number of levels.  levels between the root node and the terminal nodes.",4,0,0,0,0,1,0,0,2
"Q: What is the Euler tour traversal of a tree?
A: The Euler tour visits every node in a tree, starting with the root and working around the tree counterclockwise. in-order, post-order, and pre-order traversals can be seen as variations of the Euler tour traversal.",4,2,0,1,2,1,2,2,1
"Q: What operations would you need to perform to find a given element on a stack?
A: Pop an element from one stack, check to see if it is the desired element, if not push it onto another stack. When finished, pop the items from the second stack and push them back onto the first stack (this will ensure the order of the elements is maintained).",5,1,1,1,1,1,1,2,1
"Q: How do you delete a node from a binary search tree?
A: You must first traverse the tree to find the appropriate value.  Then you must make sure that the node is a leaf node.  If it is, then you can delete the pointer to that specific node.",3,0,0,2,2,1,0,0,1
"Q: What are the access-specifiers that can be used in a C++ class definition?
A: public and private",5,1,1,1,1,1,1,0,1
"Q: How do you delete a node from a binary search tree?
A: Must delete the information that the node contains (to free up memory/ ""garbage collect"") and also delete the pointer (in that node's ""parent"") that points to the node you wish to delete.",2,0,0,1,2,2,0,0,1
"Q: What are the two main functions defined by a queue?
A: enqueue, that adds an item to the queue dequeue, that takes the first item out of the queue",5,1,1,1,1,1,2,2,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: For example we have an array on n elements, the divide and conquer splits up the array into equal halves and repeats this process until each element is by itself",4,2,0,2,2,1,0,2,1
"Q: What operations would you need to perform to find a given element on a stack?
A: Depends on the type of stack, on a true stack you will haft to pop all of the elements of the stack until you find the element you want, and then after that you will need to push all the elements that where removed back in to the stack in the order that they where removed.  With a Java style stack, where there is a peek function, it will return the element you wanted instead of requiring you to perform all the excessive actions that are required from a true stack.",5,2,2,1,2,2,2,2,2
"Q: What is a pointer?
A: an object that points to a specific place in memory, where a variable or value is stored.",5,2,2,2,2,1,2,0,1
"Q: What is a function signature?
A: Return type, function name, and the parameter types",5,0,0,1,2,1,0,0,1
"Q: How are linked lists passed as arguments to a function?
A: as a pointer node.",3,2,0,0,0,1,2,0,1
"Q: What is the scope of global variables?
A: the whole code",4,2,0,0,0,1,0,0,1
"Q: When does C++ create a default constructor?
A: The Compiler creates this automatically for you, unless you specifically create one.",5,1,1,2,1,1,2,0,1
"Q: What does the star (*) operator return?
A: Returns synonym for the object its operand points to",5,1,0,2,2,1,0,0,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: N number of times.  Where N equals the number of elements in the list.  Best-case scenario is that the elements in the list are already sorted.",5,1,1,2,1,1,1,0,2
"Q: How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?
A: as many as there are dimensions. Most commonly just rows and columns",4,0,0,2,0,2,0,0,2
"Q: What is a binary search tree?
A: it is a binary tree where each node has a unique key, the left child of a node has only values less than that node, and the right child of each node has higher values than that node.",5,1,1,1,1,1,1,0,1
"Q: What is the scope of global variables?
A: throught the programm",4,2,0,0,0,1,0,0,1
"Q: What does the address (&) operator return?
A: The & operator returns the address of a variable",5,1,2,1,2,1,2,0,1
"Q: What is typically included in a class definition?
A: data members and member functions",5,1,1,1,1,1,1,0,1
"Q: How do you delete a node from a binary search tree?
A: Link the to-be-deleted's left child to the to-be-deleted's parent's left child pointer.",4,0,0,2,0,1,0,0,1
"Q: How do you delete a node from a binary search tree?
A: You remove the element from the tree and move the next highest element from the left into its place.",4,2,0,0,0,1,0,0,1
"Q: What are the main operations associated with a stack?
A: push and pop",5,1,1,1,1,1,1,0,1
"Q: What is a pointer?
A: a name that represents actual location or value of a data type. int *bPtr points to an integer value.",4,0,0,0,0,1,0,2,1
"Q: How can you implement a stack with an array?
A: you store the stack in the array but you have to keep in mind the first element",3,0,0,2,0,2,0,0,2
"Q: What are the elements typically included in a class definition?
A: public and private variables and initiations of functions included in the class.",4,0,1,0,0,1,0,0,2
"Q: Briefly, how does selection sort work?
A: Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.",5,2,2,1,2,1,2,0,1
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: You can move forwards and backwards in the double-linked list. Basic only moves forwards.",4,2,0,1,1,1,0,0,1
"Q: What is a binary tree?
A: A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node can have no more than two children, a right and a left child.",5,1,1,1,1,1,1,2,1
"Q: How can you implement a queue with an array?
A: you can take the array and put it in a queue stack or you can just traverse the list and keep track of top and bottom",4,0,0,0,0,0,0,0,1
"Q: What is the difference between a circular linked list and a basic linked list?
A: The circular linked list's tail points to the head, whereas the basic linked list's tail points to a NULL.",5,1,1,1,1,1,1,0,1
"Q: What is the main advantage of arrays over linked lists?
A: link lists only allow sequential access where arrays allow random access",4,1,1,2,1,1,1,2,1
"Q: What is a queue?
A: Queue is a buffer, it follows the rule of First In and First out. Queue is very useful in computer science for scheduleing .",5,1,2,2,1,1,2,1,1
"Q: What is a recursive function?
A: a function that calls itself over and over until it finds the simplest form of solution, or the base case.",5,1,1,1,1,1,1,2,1
"Q: What is the difference between a data member and a local variable inside a member function?
A: Data member are variables that represent an attribute in a class definition.  Local variables declared in a function body cannot be used outside of that function body.  When a function terminates the values of its local variables are lost.",4,2,2,1,2,1,2,0,1
"Q: Where are variables declared in a C++ program?
A: at the top",2,0,0,0,0,1,0,0,1
"Q: What is a queue?
A: Stores a set of elements in a particular order with a First In, First Out principle",5,1,2,1,1,1,1,0,1
"Q: What are the two different ways of specifying the length of an array?
A: you can assign the size of it inside the brackets when you declare the array [3], or you can have it set by how many items you set the array equal to {1,2,3}",5,1,1,2,1,1,1,1,1
"Q: What are the main operations associated with a stack?
A: push,pop,search,isEmpty",4,2,2,1,1,2,2,0,2
"Q: What is a binary tree?
A: A tree data structure in which each done has at most two children, typical called left and right nodes.  The right node is usually greater than the left node and the parent node.",4,0,2,2,0,0,0,0,2
"Q: What are the elements typically included in a class definition?
A: A class definition includes the definitions of the class' constructor(s) and any public or private functions. Of course, it also #includes the class header and any necessary C libraries",3,0,0,2,0,0,0,0,0
"Q: What is the main difference between a while and a do...while statement?
A: While loop used to execute a block of code as long as some condition is true.  A do...while loop used to execute a block of code as long as some condition is satisfied.  The difference between while and do...while is while loop tests its condition before the execution of its contents and the do...while loop tests its condition after the execution of its contents at least once.",5,1,1,1,1,1,1,2,2
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: Try several sets of data on an algorithm that includes worst case, best case, and random cases.  Also try and run the same program on a different computer with the same specs",4,2,2,1,2,2,1,1,1
"Q: What operations would you need to perform to find a given element on a stack?
A: to pop elements then push them back",4,2,0,1,0,1,0,0,1
"Q: Where are variables declared in a C++ program?
A: Variables are declared in the main function, before any operation is   attempted with the variables.",2,0,0,2,2,2,0,0,1
"Q: Briefly, how does selection sort work?
A: You select the smallest element and place it on the left.  You select the smallest element and sort it with respect the the item already on the left.  You continue this till the end of the collection of items.",5,0,0,0,0,1,0,0,2
"Q: What is a queue?
A: Last in, last out architecture. It works the same way a line at the bank would work, the person that's been waiting the longest gets served first.",5,1,2,0,2,1,2,1,1
"Q: What does the address (&) operator return?
A: the ampersand (&) means ""pass by reference"". When the function is called, a pointer to the variable, instead of the variable itself, will be passed into the function.",3,0,0,0,0,2,2,2,1
"Q: What are the main operations associated with a stack?
A: Pop, which removes the head, or least recently inserted node from the stack. Push, which inserts a new node at the head of the stack.",5,0,1,1,0,1,0,2,1
"Q: How are arrays passed to functions?
A: a reference pointer to an element in the array.",4,2,2,0,0,1,2,0,1
"Q: Briefly, how does selection sort work?
A: it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same...",5,1,1,1,1,1,1,0,1
"Q: Briefly, how does selection sort work?
A: Selection sort works by finding the smallest element and then compares it with the largest and sorts the elements.",2,0,0,2,0,1,0,0,1
"Q: What is a linked list?
A: A list of objects where each object contains a link to the next item in the list",4,1,0,1,1,1,1,0,1
"Q: What is the advantage of linked lists over arrays?
A: Linkded list does not have a fixed size. Arrays have a fixed size.",5,1,1,1,1,1,1,2,1
"Q: What is the Euler tour traversal of a tree?
A: not answered",0,0,0,0,0,0,0,0,1
"Q: What is a variable?
A: A variable is a location in memory where a value can be stored.",5,1,1,1,1,1,1,0,1
"Q: What is the role of a prototype program in problem solving?
A: A program that simulates the behavior of portions of the desired software product.",5,1,1,1,1,1,2,0,1
"Q: What is the inorder traversal of a binary tree?
A: Its used to visit nodes of a binary search tree in a search key order.",4,2,0,1,2,2,0,0,1
"Q: What are the main advantages associated with object-oriented programming?
A: Modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",4,2,2,2,2,1,2,0,2
"Q: What is the scope of global variables?
A: If a variable is declared global, any function or class can use that variable.",4,2,0,0,2,1,0,0,1
"Q: How can you implement a stack with an array?
A: treat the beginning of the array as the beginning of the stack",4,2,0,2,0,1,0,0,2
"Q: What is a linked list?
A: A link list is a data structure which is built from structures and pointers. It forms a chain of nodes with pointers representing the links of the chain and holding the entire thing together",4,1,2,1,1,1,1,2,1
"Q: What does a function signature include?
A: The function signature includes the name of the function and the types of its arguments.",5,1,1,2,1,1,1,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: A static array cannot be changed in the program.",3,0,0,0,0,0,0,0,1
"Q: What is the difference between a circular linked list and a basic linked list?
A: The last item in the list points to the head",5,1,1,1,1,1,1,0,1
"Q: Briefly, how does selection sort work?
A: it runs through the list and finds the smallest (or largest) value and puts it at the appropriate position",4,2,2,2,2,1,2,0,1
"Q: What is the difference between a data member and a local variable inside a member function?
A: Every member function can access and modify a data member. A local variable can only be used from the line of declaration to the next closing } before it is lost from memory.",4,1,1,1,1,1,1,2,1
"Q: What is a recursive function?
A: A function that calls itself. Each time it does, it must get smaller, and eventually MUST converge to a base case, otherwise you can start an infinite loop.",5,1,1,1,1,1,1,2,1
"Q: What are the elements typically included in a class definition?
A: a constructor, private and public variables, and function prototypes",4,1,1,2,1,1,2,0,1
"Q: What is the main difference between a while and a do...while statement?
A: ))     What is the main difference between a while and a do...while statement? The do while construct consists of a block of code and a condition. First, the code within the block is executed, and then the condition is evaluated, this is done until it is proven false. The difference between the While loop is it tests the condition before the code within the block is executed.",5,1,1,1,1,1,1,2,2
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Iteration, performers  a series of checks and loops.",5,1,1,2,2,1,2,2,1
"Q: What is the role of a header-file?
A: It contains reusable source code for use by other classes.",3,2,0,0,0,1,0,0,1
"Q: How can you implement a stack with an array?
A: if you used an array to implement a stack when you add an element just add it to the end of an array and remove items from end of array also.",4,1,2,0,2,1,2,0,1
"Q: Where are variables declared in a C++ program?
A: in the very beginning of the program. Before the main() starts.",2,0,0,2,2,1,0,0,1
"Q: What is the advantage of linked lists over arrays?
A: Linked lists are able to grow in size. So elements can be added to the list.",5,1,1,2,1,1,1,0,1
"Q: In one sentence, what is the main idea implemented by insertion sort?
A: the insertion sort creates a new array and inserts each item in its place with respect to the new array.",4,0,0,0,0,1,0,0,1
"Q: What is the main disadvantage of a doubly-linked list over a basic linked list?
A: Each node requires an extra node, requires more memory, and is more difficult to insert and remove individual nodes",5,0,2,0,0,2,0,0,2
"Q: Briefly describe in one sentence how does merge sort work?
A: By divide and conquer.",3,1,0,1,0,1,0,0,1
"Q: What is the advantage of linked lists over arrays?
A: they dont have a fixed size, no shiftnig needs to be done for insertion/deletion.",5,1,1,2,1,1,1,0,1
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: Doubly-linked lists can traverse backwards, though they still cannot access data at any point in the list, it can be shorter to traverse backwards.",4,2,0,1,1,2,2,2,1
"Q: How does the compiler handle inline functions?
A: instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",5,1,1,1,1,1,1,0,1
"Q: What is the scope of global variables?
A: They can be used throughout the program",4,2,2,0,0,1,0,0,1
"Q: How can you implement a stack with an array?
A: Declare a variable that points the last item in the array, which increases (++) when items are pushed onto the stack, and decreases (--) when an item is popped off the top.",5,1,2,1,1,1,1,0,1
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: push",5,1,1,1,1,1,1,0,1
"Q: What is a function pointer?
A: a pointer that points to a function itself, which allows passing a function as a parameter to another function.",4,2,0,1,2,1,2,2,1
"Q: How can you implement a stack with a list?
A: you implement a stack with a list by changing the pointer to the first element of the list to the new item and move the pointer from the top of the stack to the next item when removing an item.",4,1,2,2,2,1,2,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: by iteration",5,1,1,1,1,1,1,1,1
"Q: What is a pointer?
A: A data type that points to a specific memory address.",5,1,1,1,1,1,1,0,1
"Q: What are the two different ways of specifying the length of an array?
A: Pass the length along with the array or use a vector.",3,0,0,0,0,0,0,0,1
"Q: How can you implement a queue with an array?
A: A pointer based implementation of a queue could use a linear linked list with two external pointers, one to the front and one to the back",2,0,0,0,0,0,0,0,1
"Q: How are infix expressions evaluated by computers?
A: The computer converts the infix expression to postfix form. Then evaluates the postfix expression.",5,1,1,1,1,1,1,0,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: Find the lowest value and place it in the front of the list and swap it with that value. Continue moving right.",5,2,2,2,2,1,2,0,1
"Q: How can you implement a queue with a list?
A: Use a linked list with 2 pointers, one to the front and one to the back. As long as back != front, the queue is not empty.",4,2,0,1,0,1,0,0,1
"Q: What are the different ways to pass a pointer to a function?
A: Non-constant pointer to non-constant data, non-constant pointer to constant data, constant pointer to constant data, constant pointer to non-constant data.",5,1,1,1,1,1,1,1,1
"Q: What is typically included in a class definition?
A: the data and methods",4,1,1,2,2,1,2,0,1
"Q: Where are variables declared in a C++ program?
A: Inside the method.",2,2,0,2,2,1,0,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: Arrays that are static remain the same size throughout the program execution.",4,0,0,1,1,0,0,0,1
"Q: What is the main advantage of a doubly-linked list over a basic linked list?
A: You can traverse the list both forward and backwards.",4,1,0,1,1,2,2,0,1
"Q: What are the different ways to pass a pointer to a function?
A: Nonconstant pointer to nonconstant data Nonconstant pointer to constant data Constant pointer to nonconstant data Constant pointer to constant data",5,1,1,1,1,1,1,0,1
"Q: What does a function signature include?
A: a return type, and input parameters",3,0,0,2,2,1,0,0,1
"Q: What are the elements typically included in a class definition?
A: The elements typically included in a class definition are the function prototypes, usually declared public, and the data members used in the class, which are usually declared private.",5,1,1,1,1,1,1,1,1
"Q: What is a linked list?
A: a list of nodes where each node contains a data member and also a pointer to the next node.",4,1,1,1,1,1,1,0,1
"Q: What is a binary search tree?
A: A binary tree where the value in any node n is greater than the value in every node n's left subtree, but less than every value in n's right subtree.",5,1,1,1,1,1,1,0,1
"Q: What is the main difference between a while and a do...while statement?
A: NO ANSWER",0,0,0,0,0,0,0,0,0
"Q: How are objects initialized when they are created?
A: When the class is called by the Constructor",4,2,1,0,0,1,0,0,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: You do not alter the original value of the variable that was passed.",3,0,0,2,2,2,0,0,1
"Q: What is the difference between an array declared as static, and one that is not?
A: an array declared as static can only be declared once",4,0,0,2,0,0,0,0,1
"Q: What is the difference between a function prototype and a function definition?
A: Function prototypes describe the class's public interface",4,0,0,0,0,0,0,0,2
"Q: What is the Euler tour traversal of a tree?
A: it runs through the parents and the children in order",3,0,0,0,0,2,0,0,1
"Q: What is typically included in a class definition?
A: the class name and its public data types such as constructors, methods, functions.",4,0,0,0,0,2,0,2,1
"Q: What is the main advantage associated with function arguments that are passed by reference?
A: large data items can be passed without copying the entire data point, reducing execution time and the amout of memory space needed",5,1,1,1,1,1,1,2,1
